class_val,ppa_gpe,proportion_of_landscape,total_area,park,var,year
1,PPA,100.0,337.59,EnglishLakePark,nightlights,2015
1,PPA,100.0,96.75,EnglishmanRiverFallsPark,nightlights,2015
1,PPA,100.0,1011.87,ErgMountainPark,nightlights,2015
1,PPA,100.0,13.95,ErieCreekPark,nightlights,2015
1,PPA,100.0,4048.29,EskersPark,nightlights,2015
1,PPA,100.0,2199.24,EsteroBasinConservancy,nightlights,2015
1,PPA,100.0,1137.96,EsteTiwilhSigurdCreekConservancy,nightlights,2015
1,PPA,100.0,33.12,EthelFWilsonMemorialPark,nightlights,2015
1,PPA,100.0,8946.18,EuropaLakeConservancy,nightlights,2015
1,PPA,100.0,1474.74,EvanoffPark,nightlights,2015
1,PPA,100.0,19.26,EvesPark,nightlights,2015
1,PPA,100.0,1559.25,ExchamsiksRiverProtectedArea,nightlights,2015
1,PPA,100.0,31.59,FerryIslandPark,nightlights,2015
1,PPA,100.0,8.37,FHBarberPark,nightlights,2015
1,PPA,100.0,22.59,FillongleyPark,nightlights,2015
1,PPA,100.0,17145.63,FingerTatukPark,nightlights,2015
1,PPA,100.0,376.74,FinnCreekPark,nightlights,2015
1,PPA,100.0,2.61,FinnCreekProtectedArea,nightlights,2015
1,PPA,100.0,355.86,FintryPark,nightlights,2015
1,PPA,100.0,3084.39,FintryProtectedArea,nightlights,2015
1,PPA,100.0,4275.63,FlatLakePark,nightlights,2015
1,PPA,100.0,3726.36,FloresIslandPark,nightlights,2015
1,PPA,100.0,115991.82,Foch,nightlights,2015
1,PPA,100.0,177.57,FortGeorgeCanyonPark,nightlights,2015
1,PPA,100.0,157.86,FortNelsonRiverEcologicalReserve,nightlights,2015
1,PPA,100.0,233.46,ForwardHarbourConservancy,nightlights,2015
1,PPA,100.0,52.02,FossliPark,nightlights,2015
1,PPA,100.0,1020.6,FosterArmProtectedArea,nightlights,2015
1,PPA,100.0,3.51,FrancisPointEcologicalReserve,nightlights,2015
1,PPA,100.0,70.29,FrancisPointPark,nightlights,2015
1,PPA,100.0,7216.2,FrancoisLakePark,nightlights,2015
1,PPA,100.0,27.36,FrancoisLakeProtectedArea,nightlights,2015
1,PPA,100.0,883.17,FraserRiverBreaksPark,nightlights,2015
1,PPA,100.0,177.12,FraserRiverEcologicalReserve,nightlights,2015
1,PPA,100.0,4902.39,FraserRiverPark,nightlights,2015
1,PPA,100.0,8232.66,FredAntoinePark,nightlights,2015
1,PPA,100.0,1160.01,FrenchBarCreekPark,nightlights,2015
1,PPA,100.0,31.14,FrenchBeachPark,nightlights,2015
1,PPA,100.0,1.98,GabriolaSandsPark,nightlights,2015
1,PPA,100.0,25.74,GalianoIslandEcologicalReserve,nightlights,2015
1,PPA,100.0,970.02,GambleCreekEcologicalReserve,nightlights,2015
1,GPE,95.3199565277931,284642.91,Gar,nightlights,2015
1,PPA,100.0,291357.81,Gar,nightlights,2015
2,GPE,3.5406159527086043,10572.93,Gar,nightlights,2015
2,PPA,0.0,0.0,Gar,nightlights,2015
3,GPE,0.771282062410224,2303.19,Gar,nightlights,2015
3,PPA,0.0,0.0,Gar,nightlights,2015
4,GPE,0.3681454570880734,1099.35,Gar,nightlights,2015
4,PPA,0.0,0.0,Gar,nightlights,2015
1,PPA,100.0,153.72,GardenBayMarinePark,nightlights,2015
1,PPA,100.0,135.0,GibsonMarinePark,nightlights,2015
1,PPA,100.0,53.46,GilnockieCreekEcologicalReserve,nightlights,2015
1,PPA,100.0,2813.58,GilnockiePark,nightlights,2015
1,PPA,100.0,908.91,GilpinGrasslandsPark,nightlights,2015
1,PPA,100.0,2689.02,GingietlCreekEcologicalReserve,nightlights,2015
1,PPA,100.0,149.85,GiscomePortageTrailProtectedArea,nightlights,2015
1,PPA,100.0,11764.35,GitxaalaNiiLuutiksmKitkatlaConservancy,nightlights,2015
1,PPA,100.0,39502.44,GladstonePark,nightlights,2015
1,PPA,100.0,68.58,GoatCoveConservancy,nightlights,2015
1,PPA,100.0,79103.43,GoatRangePark,nightlights,2015
1,PPA,100.0,434.61,GogukaCreekProtectedArea,nightlights,2015
1,PPA,100.0,5984.01,GoldenGateXaatYadiAaniConservancy,nightlights,2015
1,PPA,100.0,645.12,GoldMuchalatPark,nightlights,2015
1,GPE,89.07664453832227,398.52,GoldstreamPark,nightlights,2015
1,PPA,99.0909090909091,451.26,GoldstreamPark,nightlights,2015
2,GPE,10.923355461677732,48.87,GoldstreamPark,nightlights,2015
2,PPA,0.9090909090909091,4.14,GoldstreamPark,nightlights,2015
1,PPA,100.0,856.98,GooseBayConservancy,nightlights,2015
1,PPA,100.0,2701.98,GoosegrassCreekEcologicalReserve,nightlights,2015
1,PPA,100.0,103.23,GordonBayPark,nightlights,2015
1,GPE,98.43626954663067,787.5,GowllandTodPark,nightlights,2015
1,PPA,100.0,885.69,GowllandTodPark,nightlights,2015
2,GPE,0.4387445156935538,3.51,GowllandTodPark,nightlights,2015
2,PPA,0.0,0.0,GowllandTodPark,nightlights,2015
3,GPE,0.3374957813027337,2.7,GowllandTodPark,nightlights,2015
3,PPA,0.0,0.0,GowllandTodPark,nightlights,2015
4,GPE,0.7874901563730453,6.3,GowllandTodPark,nightlights,2015
4,PPA,0.0,0.0,GowllandTodPark,nightlights,2015
1,PPA,100.0,99980.19,GrahamLaurierPark,nightlights,2015
1,PPA,100.0,41167.62,GranbyPark,nightlights,2015
1,PPA,100.0,1420.92,GraylingRiverHotspringsEcologicalReserve,nightlights,2015
1,PPA,100.0,11959.2,GraystokesPark,nightlights,2015
1,PPA,100.0,9309.78,GreatGlacierPark,nightlights,2015
1,PPA,100.0,2818.53,GreenbushLakeProtectedArea,nightlights,2015
1,PPA,100.0,6.12,GreenInletMarinePark,nightlights,2015
1,PPA,100.0,1.98,GreenLakeParkArrowheadSite,nightlights,2015
1,PPA,100.0,7.2,GreenLakeParkBlackBearSite,nightlights,2015
1,PPA,100.0,7.29,GreenLakeParkBlueSpringSite,nightlights,2015
1,PPA,100.0,21.69,GreenLakeParkBoydBaySite,nightlights,2015
1,PPA,100.0,41.67,GreenLakeParkBucksideHillSite,nightlights,2015
1,PPA,100.0,25.65,GreenLakeParkEmeraldBaySite,nightlights,2015
1,PPA,100.0,99.72,GreenLakeParkGreenLakeIslandsSite,nightlights,2015
1,PPA,100.0,4.77,GreenLakeParkLittleArrowSite,nightlights,2015
1,PPA,100.0,3.24,GreenLakeParkNolanCreek,nightlights,2015
1,PPA,100.0,117.09,GreenLakeParkSunsetViewSite,nightlights,2015
1,PPA,100.0,116.73,GreenstoneMountainPark,nightlights,2015
1,PPA,100.0,10.17,GrohmanNarrowsPark,nightlights,2015
1,PPA,100.0,32458.32,GwillimLakePark,nightlights,2015
1,PPA,100.0,132.39,GwynethLakePark,nightlights,2015
1,PPA,100.0,324.36,HaiLakeMountHermanPark,nightlights,2015
1,PPA,100.0,893.7,HaleyLakeEcologicalReserve,nightlights,2015
1,PPA,100.0,256.77,HalkettBayMarinePark,nightlights,2015
1,PPA,100.0,23701.32,HannaTintinaConservancy,nightlights,2015
1,PPA,100.0,357.3,HarbourDudgeonLakesPark,nightlights,2015
1,PPA,100.0,7.47,HardyIslandMarinePark,nightlights,2015
1,PPA,100.0,8.73,HarmonyIslandsMarinePark,nightlights,2015
1,PPA,100.0,327.42,HarryLakeAspenPark,nightlights,2015
1,PPA,100.0,935.64,HaThayimMarinePark,nightlights,2015
1,PPA,100.0,93.69,HayneSLeaseEcologicalReserve,nightlights,2015
1,PPA,100.0,2323.44,HayRiverProtectedArea,nightlights,2015
1,PPA,100.0,5822.28,HeatherDinaLakesPark,nightlights,2015
1,PPA,100.0,53968.77,HeightOfTheRockiesPark,nightlights,2015
1,PPA,100.0,46.53,HelliwellPark,nightlights,2015
1,PPA,100.0,109.89,HemerPark,nightlights,2015
1,PPA,100.0,80.01,HeraldPark,nightlights,2015
1,PPA,100.0,57.51,HesquiatLakePark,nightlights,2015
1,PPA,100.0,6166.53,HesquiatPeninsulaPark,nightlights,2015
1,PPA,100.0,570.33,HighLakesBasinPark,nightlights,2015
1,PPA,100.0,1680.66,HisnitRiverWatershedProtectedArea,nightlights,2015
1,PPA,100.0,237.78,HitchieCreekPark,nightlights,2015
1,PPA,100.0,137.43,HoleInTheWallPark,nightlights,2015
