class_val,ppa_gpe,proportion_of_landscape,total_area,park,var,year
1001,GPE,0.0,0.0,Gar,disturbance,2000
1002,PPA,6.177970654021596e-05,0.18,Gar,disturbance,2000
1002,GPE,0.29497861787272417,885.51,Gar,disturbance,2000
1003,PPA,0.0038303418054933896,11.16,Gar,disturbance,2000
1003,GPE,0.01079299750321991,32.4,Gar,disturbance,2000
1004,PPA,0.0,0.0,Gar,disturbance,2000
1004,GPE,0.004527062841628351,13.59,Gar,disturbance,2000
1005,PPA,0.0,0.0,Gar,disturbance,2000
1005,GPE,0.09120082890220825,273.78,Gar,disturbance,2000
0,PPA,99.95524060261161,291227.4,Gar,disturbance,2001
0,GPE,99.48478427196434,298647.99,Gar,disturbance,2001
1000,PPA,0.04238087868658815,123.48,Gar,disturbance,2001
1000,GPE,0.10945898301182193,328.59,Gar,disturbance,2001
1002,PPA,6.177970654021596e-05,0.18,Gar,disturbance,2001
1002,GPE,0.27854927722893386,836.19,Gar,disturbance,2001
1003,PPA,0.0023167389952580986,6.75,Gar,disturbance,2001
1003,GPE,0.012561849871803175,37.71,Gar,disturbance,2001
1004,PPA,0.0,0.0,Gar,disturbance,2001
1004,GPE,0.0035676852857865816,10.71,Gar,disturbance,2001
1005,PPA,0.0,0.0,Gar,disturbance,2001
1005,GPE,0.11107793263730492,333.45,Gar,disturbance,2001
0,PPA,99.97775930564552,291293.01,Gar,disturbance,2002
0,GPE,99.53817962905667,298808.28,Gar,disturbance,2002
1000,PPA,0.00994653275297477,28.98,Gar,disturbance,2002
1000,GPE,0.09440874760455417,283.41,Gar,disturbance,2002
1002,PPA,0.004695257697056413,13.68,Gar,disturbance,2002
1002,GPE,0.1397992982153179,419.67,Gar,disturbance,2002
1003,PPA,0.004015680925114037,11.7,Gar,disturbance,2002
1003,GPE,0.0813672089548301,244.26,Gar,disturbance,2002
1004,PPA,0.0035832229793325257,10.44,Gar,disturbance,2002
1004,GPE,0.02128618952023927,63.9,Gar,disturbance,2002
1005,PPA,0.0,0.0,Gar,disturbance,2002
1005,GPE,0.12495892664839052,375.12,Gar,disturbance,2002
0,PPA,99.98480219219111,291313.53,Gar,disturbance,2003
0,GPE,99.47854831785138,298629.27,Gar,disturbance,2003
1000,PPA,0.003274324446631446,9.54,Gar,disturbance,2003
1000,GPE,0.1581773745194118,474.84,Gar,disturbance,2003
1002,PPA,0.005065935936297709,14.76,Gar,disturbance,2003
1002,GPE,0.2123822064244718,637.56,Gar,disturbance,2003
1003,PPA,0.006857547425963972,19.98,Gar,disturbance,2003
1003,GPE,0.03837510223367079,115.2,Gar,disturbance,2003
1004,PPA,0.0,0.0,Gar,disturbance,2003
1004,GPE,0.0613102219280131,184.05,Gar,disturbance,2003
1005,PPA,0.0,0.0,Gar,disturbance,2003
1005,GPE,0.051206777043054465,153.72,Gar,disturbance,2003
0,PPA,99.97491743914468,291284.73,Gar,disturbance,2004
0,GPE,99.46889458119573,298600.29,Gar,disturbance,2004
1000,PPA,0.013251747052876324,38.61,Gar,disturbance,2004
1000,GPE,0.13608171018643103,408.51,Gar,disturbance,2004
1001,PPA,0.001482712956965183,4.32,Gar,disturbance,2004
1001,GPE,0.0,0.0,Gar,disturbance,2004
1002,PPA,0.0005251275055918357,1.53,Gar,disturbance,2004
1002,GPE,0.2527060443184462,758.61,Gar,disturbance,2004
1003,PPA,0.009822973339894339,28.62,Gar,disturbance,2004
1003,GPE,0.05195629075855585,155.97,Gar,disturbance,2004
1004,PPA,0.0,0.0,Gar,disturbance,2004
1004,GPE,0.009054125683256703,27.18,Gar,disturbance,2004
1005,PPA,0.0,0.0,Gar,disturbance,2004
1005,GPE,0.08130724785759,244.08,Gar,disturbance,2004
0,PPA,99.99468694523755,291342.33,Gar,disturbance,2005
0,GPE,99.43177866200409,298488.87,Gar,disturbance,2005
1000,PPA,0.0021005100223673427,6.12,Gar,disturbance,2005
1000,GPE,0.11284678500588818,338.76,Gar,disturbance,2005
1002,PPA,0.0001544492663505399,0.45,Gar,disturbance,2005
1002,GPE,0.3380906467883637,1014.93,Gar,disturbance,2005
1003,PPA,0.00305809547374069,8.91,Gar,disturbance,2005
1003,GPE,0.02941091819627426,88.29,Gar,disturbance,2005
1004,PPA,0.0,0.0,Gar,disturbance,2005
1004,GPE,0.02659274662598906,79.83,Gar,disturbance,2005
1005,PPA,0.0,0.0,Gar,disturbance,2005
1005,GPE,0.06128024137939305,183.96,Gar,disturbance,2005
0,PPA,99.97454676090543,291283.65,Gar,disturbance,2006
0,GPE,99.56711085847502,298895.13,Gar,disturbance,2006
1000,PPA,0.015692045461214856,45.72,Gar,disturbance,2006
1000,GPE,0.11704406181269593,351.36,Gar,disturbance,2006
1001,PPA,0.0,0.0,Gar,disturbance,2006
1001,GPE,0.0004497082293008296,1.35,Gar,disturbance,2006
1002,PPA,0.0,0.0,Gar,disturbance,2006
1002,GPE,0.22626320043555742,679.23,Gar,disturbance,2006
1003,PPA,0.009761193633354122,28.44,Gar,disturbance,2006
1003,GPE,0.011782355607681736,35.37,Gar,disturbance,2006
1004,PPA,0.0,0.0,Gar,disturbance,2006
1004,GPE,0.012052180545262234,36.18,Gar,disturbance,2006
1005,PPA,0.0,0.0,Gar,disturbance,2006
1005,GPE,0.06529763489448046,196.02,Gar,disturbance,2006
0,PPA,99.91007963713072,291095.82,Gar,disturbance,2007
0,GPE,99.39565210091692,298380.42,Gar,disturbance,2007
1000,PPA,0.027955317209447723,81.45,Gar,disturbance,2007
1000,GPE,0.15392013661536394,462.06,Gar,disturbance,2007
1002,PPA,0.0,0.0,Gar,disturbance,2007
